,task_type,facet_product,facet_goal,facet_named,queries_num,access_area,access_common,access_item,evaluate_best,evaluate_correctn,evaluate_duplicat,evaluate_specific,evaluate_usefulne,find_common,find_known,find_specific,find_without,id_more,id_start,keep_link,learn_database,learn_domain,obtain_part,obtain_specific,obtain_whole,other,bknum_current,bksaved_current,pages_num,querylength,dwellserp,dwellcontent,timepercent,querynumber,clicks_num_segment,clicks_num_session,dwelltosave_cont,dwelltosave_serp,sources_num,refo_current_genera,refo_current_new,refo_current_repeat,refo_current_specia,refo_current_spelli,refo_current_stemid,refo_current_wordsu,state
685,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,-2.4237667915173566,10.86181449134245,0.8251832756786686,-1,8,-10,26.045527446173693,2.4396601499116675,4,0,0,0,0,0,0,0,0
686,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,11,2,-1.5395182539804555,9.627502876558585,0.6067546977173872,-1,4,-4,-0.38277762259171055,5.590920786890048,1,0,0,0,1,0,0,0,1
687,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,23.862581180714443,7.887112862558471,0.21562969245540392,2,5,5,3.8086915117194975,1.3831026064308418,2,0,0,0,0,0,0,0,0
688,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,13,-1.9696341389278382,40.570352577879405,0.40833160232089155,-1,4,11,18.27660064793352,0.5040038463820488,5,0,0,0,1,0,0,0,0
689,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,6,1,-0.34559891032668877,27.58914506425823,0.36855358710281444,1,7,-9,11.462021667921066,2.7459830332268966,0,0,0,0,0,0,0,0,0
690,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,-4,-1.4342103936666115,26.87097682258474,0.41270375996197334,2,3,2,0.26011858434642243,-0.7258257527273655,6,0,0,0,1,0,0,0,0
691,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,-1.299963640929588,48.15750245387303,1.1045533895987973,1,7,4,-4.311899414556418,2.506837925890746,5,0,0,0,0,0,0,0,2
692,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,-2.885525152260762,55.88635315238463,0.503283113085672,13,3,14,18.018040189646527,0.7630655429224964,3,0,0,0,0,0,0,0,1
693,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,3,3,-0.7323240430477728,26.20147823145357,0.7358123879357223,4,3,-1,3.317397050244327,8.085078969288865,2,0,0,0,1,0,0,0,0
694,0,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,-1.889693827620583,23.769393953006315,0.7443398804200752,-3,7,-3,-0.3467877951125704,1.6946210249759446,4,0,0,0,1,0,0,0,1
695,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,5,-1.8422955827901082,15.84681053265676,0.7046645320899938,-1,0,0,16.294132286677854,30.558292164877663,14,0,0,0,0,0,0,0,1
696,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,-0.984940300571875,7.574289788637769,0.8223607595898207,7,9,9,6.624049859414489,2.050907535932657,2,0,0,0,0,0,0,0,2
697,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,12,2,-0.831986243309046,24.381772474634154,0.4600456378827916,2,7,7,13.75326073737514,2.049044453184818,0,0,0,0,0,0,0,0,1
698,2,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,6,0,10.506134579914502,-0.0963287039976306,0.43134627986122154,-2,1,30,-4.629292423099278,2.1664299932592543,2,0,0,0,1,0,0,0,1
699,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-0.5782672193563198,38.68952590533827,0.8728038831855416,0,8,25,15.948636689334485,1.921913277136396,2,0,0,0,0,0,0,0,0
700,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,4.07839579210899,61.018407659243564,0.9771724236977052,-1,4,5,-0.18679608541079773,54.387926001528825,1,0,0,0,0,0,0,0,2
701,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,2,-1.2231877590598899,49.33479756985309,0.20180020260622825,1,6,3,32.38501527985959,2.403254489547098,2,0,0,0,1,0,0,0,0
702,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,-0.06640646177568466,10.299747261292552,1.01448155691042,2,0,47,6.872727971796728,1.1071821955077052,0,0,0,0,1,0,0,1,1
703,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,7,0.8525530761819357,11.79520611461465,0.05397905769527994,1,1,20,-2.0252395022485032,2.6897827328178288,0,0,0,0,0,0,0,0,0
704,2,0,1,0,16,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,-1.956090570875626,17.488962970573205,-0.1253792803370746,0,1,-7,1.5282869925755636,49.81834158992878,5,0,0,0,0,0,0,0,2
705,2,0,0,0,18,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,4,0,-1.099062430910795,37.04356943132786,1.1352567347246962,0,4,5,42.69997680023731,53.49609984613403,4,0,0,0,0,0,0,0,0
706,1,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,10,3,0.9022194938317057,10.653260336893826,0.45863231940190385,2,3,-6,7.37843490095147,2.6157804304576047,6,0,0,0,0,0,0,0,2
707,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,-1.424868714092967,32.25580989361279,0.5071032394499382,-2,8,0,4.105235526387451,60.332497102644574,2,0,0,0,0,0,0,0,1
708,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,6,2,10.849587810876335,44.64516127641321,0.2801635535241272,1,3,37,8.377556267703353,57.53123329484327,2,0,0,0,0,0,0,0,0
709,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.8911965275426199,33.6948708104599,0.19920340113964494,2,10,16,1.4572710305104613,24.548883465619106,2,0,0,1,0,0,0,0,0
710,3,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,-0.7753768930917049,2.11510132145409,0.6344642505181723,2,7,0,0.15714648056918468,0.2571713293766198,3,0,0,0,0,0,0,0,0
711,2,0,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,14.708266044626384,8.859225936599397,0.6937811088437267,0,18,16,15.192665036455384,51.75425094100397,5,0,0,0,0,0,0,0,0
712,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,2,-2.0911863790875427,19.881819685982016,0.3425483208849,0,8,1,3.1824104027533044,1.0106733562468704,6,0,1,0,0,0,0,1,0
713,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,7,2,-1.3099635046772669,9.287611228501449,0.27691815631199634,4,7,6,10.867626135060407,2.9471427737322284,6,0,0,0,1,0,0,0,1
714,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,0.31201196789766567,59.916654737851715,0.36647351086116114,0,8,-2,3.3205501495870484,0.7367424450423035,4,0,0,0,0,0,0,0,1
715,3,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5,6,-1.586503075061418,33.480982022880944,0.7931617845548231,0,3,37,10.923305294112215,2.2132625253696823,2,0,0,0,0,0,0,0,1
716,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,2,-2.256419152114934,5.3219370194300595,0.9569832860980856,-1,7,13,8.313229576973312,0.8731108080084322,2,0,0,0,1,0,0,0,2
717,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,5,-2.0627340959392733,61.1285073380741,1.0624345501925823,6,3,-2,0.5912661974176645,25.49491078384554,7,0,0,0,0,0,0,0,1
718,1,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,3,-2.3001264179131446,4.692823145086566,-0.12608872231565052,1,3,11,-0.973697280918814,1.9273651859829115,3,0,0,0,0,0,0,0,0
719,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,8.598221793270575,-4.574584378519401,1.1150481530954297,3,4,10,4.943005743806622,44.743699045967375,2,0,0,0,1,0,0,0,0
720,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,6,-3.8677791883827393,38.452440183882096,0.37013312340572,3,8,-3,2.594024995259515,2.172463015636824,2,0,0,0,1,0,0,0,2
721,0,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,4,2,33.56770827805137,17.453451969872432,0.6797971851378014,0,7,25,17.398309785441455,1.8803857067857062,10,0,0,0,0,0,0,0,0
722,2,0,0,0,6,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5,4,4.704479994170079,9.191258972768525,0.18874052662863283,0,16,49,0.6168963851721461,45.40628532482207,2,0,0,0,1,0,0,0,2
723,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,7,-1.541858361723908,44.4755954856807,0.07237299458427765,3,2,5,7.202199602425371,1.6312173518078454,5,0,0,0,0,0,0,0,1
724,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,10,7,-0.1411180537993324,7.970588999584117,0.8019412518386325,4,11,-6,6.677689553975746,1.486207276422939,0,0,0,0,0,0,0,0,1
725,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,-1.088730272267675,114.62002793898435,-0.11770084411956408,1,6,0,3.862747241770319,27.06094678120943,5,0,0,0,1,0,0,0,1
726,1,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,3,0,-0.3437029906366894,7.151379106410218,0.30073263182054005,0,1,55,0.31193031533475835,24.27841688355463,5,0,0,0,0,0,0,0,0
727,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,3,-0.07454574184421237,20.98590139464932,0.9084447083353753,1,2,-8,6.395391386818229,42.51662884136476,0,0,0,0,0,0,0,0,1
728,2,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,3,-0.9568608262299844,1.3535737873226632,0.18071722060804724,5,4,10,0.7383651046555237,45.109755348649145,4,1,0,0,1,0,0,0,1
729,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,26,-2.414531034274459,-2.031933908723243,0.4219531326148334,0,0,11,3.1868172592294943,2.753620236396249,3,1,0,0,0,0,0,0,1
730,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,12,2,-0.5548445715477639,32.05804962226857,0.027760001738876106,4,3,64,1.2066934597494285,15.093807521207586,1,0,0,0,0,0,0,0,1
731,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,7,6,1.0615449445245222,5.663887319769928,0.36383116096105805,0,11,31,-0.4223813354388408,1.8500086189213365,2,0,0,0,1,0,0,0,2
732,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,5.646888390915182,34.90979216055975,0.9670998822204404,2,0,5,4.912454242568373,2.30572005468612,9,0,0,0,1,0,0,0,2
733,1,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,-2.2114035797980636,24.63978939463303,0.7315907724119967,3,2,-5,11.012419185821905,11.409900947919134,3,0,0,0,0,0,0,1,1
734,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,13,0,-1.265928823744341,59.218959449993804,-0.2043245778966893,2,3,42,20.59249197387179,14.539971397075707,0,0,0,0,0,0,0,0,0
735,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0.9838278467089637,1.0696914611426553,0.2593313517619177,1,3,16,-1.582556737261243,-0.005801196249500651,2,0,0,0,0,0,0,0,1
736,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,0.035408191552416035,-1.2781776385600256,1.0639881312428274,0,1,10,29.263060342012757,0.8587714827188271,5,0,0,0,0,0,0,0,2
737,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,6,0,-1.3421758020635268,38.66874724188412,0.970965222811336,2,8,2,6.058748692409651,1.7807160387223004,2,0,0,0,1,0,0,0,1
738,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,-0.07370113793659083,9.610672230631335,0.5912037481125993,0,10,46,7.098669471420669,2.430617594562097,6,0,0,0,0,0,0,0,1
739,2,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,0,-1.715267358261821,3.64826979017944,0.8766950987976416,6,0,-7,2.77777372644569,2.3348849555015483,5,0,0,0,0,0,0,0,0
740,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,-0.4303624481954915,35.226981135578484,0.9588440581650493,-1,4,5,15.812973003436916,20.357519288939766,2,0,0,0,1,0,0,0,1
741,3,0,0,0,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,15,3,-1.5389787420492733,31.293601972267496,0.23343199765588762,0,7,5,4.174076920192858,1.4170816677588438,5,0,0,0,1,0,0,0,3
742,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,6.099399965954609,42.603153356772616,0.43007098478422034,-1,2,-2,101.12632032929326,14.033917515037103,2,0,0,0,0,0,0,0,1
743,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,8,-1.489571471984425,1.3315796959995572,0.7548190517154377,5,0,6,2.261202436283014,1.3264438348858905,4,0,0,0,1,0,0,0,0
744,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1.6167856574878319,6.068764111549138,0.49144763028562605,0,2,18,-3.280749576684878,5.215545057448275,5,0,0,0,0,0,0,0,0
745,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,19,-1.2523994001996877,16.087092438784875,0.8744267840027156,4,2,5,17.990409926481966,2.535915447296005,2,0,0,1,0,0,0,1,1
746,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1.7249720568861946,23.763376863520705,1.0654137596901616,0,4,50,18.716369917786007,2.7171251739499787,1,0,0,0,1,0,0,0,1
747,0,0,1,0,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3,-11.008698853957924,44.530631895257486,0.7025399107742175,2,12,-11,13.668962428546479,9.84890336686154,2,0,0,0,0,0,0,0,2
748,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,4,4,-0.6731494853523958,8.99599862315991,0.6725340650023589,8,9,16,0.850535447899849,2.303351304055359,3,0,0,0,1,0,0,0,2
749,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1.5515525137005275,14.665820408772195,1.0089301991381372,0,7,-9,27.924473354010043,1.449699471146019,6,0,0,0,0,0,0,0,0
750,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,9,15,1.33127521273365,3.853117262894159,0.17444810256130633,1,3,-1,51.68061541673481,2.6478114568334368,1,0,0,0,0,0,0,0,0
751,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,6,1,-2.4670241307277143,43.32251383490832,0.4269793566962289,0,4,-7,3.6148725678141727,17.401094417080728,6,0,0,0,0,0,0,0,2
752,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,-4.56166501889681,32.45565195521462,-0.16143387412224278,0,11,16,5.021264087931148,1.7107882385287374,2,0,0,0,1,0,0,0,1
753,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6.693273490710505,8.927777713372214,0.9290451955267972,8,4,-6,10.534155592756285,2.2323290362959987,4,0,0,0,0,0,0,0,0
754,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,-0.537246884532529,12.752147013950815,0.18534298130655355,-1,1,1,0.03330490834075972,7.3063141732693575,7,0,0,0,1,0,0,0,0
755,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,-2.694059036009253,9.055726280957547,0.6976070231092224,0,4,150,5.367899282589987,2.1882623052380024,9,0,0,0,1,0,0,0,2
756,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,10.94903476685887,28.937485149881493,0.4844177997359349,2,8,12,12.337556387148338,26.362100724648215,3,0,0,0,0,0,0,0,0
757,0,0,1,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,-0.9626935159863644,47.18394817399268,0.8885882454611727,0,4,-1,5.766765391540902,0.3427058924457871,3,0,0,0,0,0,0,0,0
758,2,0,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,9,-2.2015656706619366,1.6572072732814647,0.7821424329842731,0,2,17,4.686352119908365,1.7836614530067465,3,0,0,0,0,0,0,0,0
759,0,0,1,0,-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,-2.2767469613687426,-4.530587024881939,0.17936879528719868,1,7,27,-1.5043355748029876,23.028503837767975,2,0,0,0,0,0,0,0,0
760,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,-0.7391222975094538,24.76068137701069,0.7529366763189634,3,6,-1,0.7731609572645257,3.0728093333245536,7,0,0,0,1,0,0,0,0
761,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3.3366128306441194,5.75213716047241,0.8205272481962235,1,4,2,12.489907734994175,49.024081722715465,4,0,0,0,0,0,0,0,2
762,3,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,4,-2.3697010278879254,1.0723672766150119,0.46435737979057184,0,10,-5,7.4824783023931545,2.4065647937758605,2,0,0,0,1,0,0,0,1
763,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,-1.0286850190998398,57.48415182299652,0.5317618328228294,0,4,-4,-3.087296051249524,0.4577896702422522,2,0,0,0,1,0,0,1,1
764,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,10,3,-0.8304654056498545,5.770354703960949,0.8885810874125218,0,1,15,10.497103324263241,2.9683824429521914,1,0,0,0,1,0,0,0,1
765,2,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,-2.9286079078349623,20.43633500481377,0.7460827249094502,3,4,15,12.46180169561441,1.3978538487778756,5,0,0,0,0,0,0,0,2
766,2,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,9,-0.033229281651452586,61.84395391699465,0.9982190861452283,4,7,3,1.5395129011360122,2.673687493738338,1,0,0,0,0,0,0,0,1
767,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8,3,-1.8263589661232933,6.278829301178074,0.7026243428522402,0,4,23,8.620412789153653,53.8840220285513,5,0,0,0,0,0,0,0,1
768,2,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,-0.040721248434758744,4.776056051151233,0.8950960507255791,0,4,38,87.76956569047917,14.790589693662943,2,0,0,1,0,0,0,0,0
769,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-4.229116514060978,3.4996493612690145,0.2733486486270004,12,1,33,6.7514167425244835,9.692192171667235,3,0,0,1,0,0,0,0,0
770,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1.0118433176455142,16.32000518263487,0.11966242749483863,1,1,80,33.65252333038565,37.8395421789864,2,0,0,0,1,0,0,0,0
771,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,11,6,-2.2262860265229394,48.10472221478258,0.7537391839263032,3,7,8,1.6640977480635994,2.676095281929661,4,0,0,0,0,0,0,0,0
772,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,6,5.106709878981222,9.187988199576411,0.4999040297033813,0,2,-4,0.7608079402988821,1.1741706494314175,2,0,0,0,0,0,0,0,1
773,3,0,1,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,-5,3.1035935777296206,33.660484243692835,0.654206836201995,3,10,0,13.233354200711942,1.2649893091393036,5,0,0,0,0,0,0,0,1
774,3,0,1,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6,11,-5.039601819621013,14.04346755855201,0.148800987396769,3,2,53,0.24147008783354051,1.216343957668599,4,0,0,0,0,0,0,0,2
775,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,-2.016686247451903,42.80874712456553,0.9964436911381824,4,2,7,8.828763178543864,1.3003890949511643,4,0,0,0,0,0,0,0,0
776,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.6959387259172276,1.7661760316916684,0.09585536296715827,0,3,2,8.914457942257973,1.6093996030641256,7,0,0,0,0,0,0,0,0
777,0,0,0,0,14,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,4,-1.250192452891684,26.291300328206894,0.052183882180249885,1,4,-5,6.279565154353515,27.23142360007973,2,0,0,0,0,0,0,0,1
778,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,-3.9759664300282225,19.625950638325,0.2203676466375193,-1,2,11,-3.0107170307614566,1.1478313196121825,3,0,0,0,0,0,0,0,0
779,3,0,1,0,-2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,8,1,-1.7510705812878258,38.805744345827975,1.0906053951972046,-2,7,-5,4.222005435638653,3.000526941200951,1,0,0,0,0,0,0,0,1
780,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,4,3,1.65861835334701,1.3712908398375658,0.6902260148281184,2,7,17,-1.3062905097181279,1.4109320383674722,2,0,0,0,1,0,0,0,2
781,2,0,0,0,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,16,0.44907470880494293,5.790147297018654,0.3231735107688044,0,4,26,14.718683146638373,20.16028043286109,2,0,0,0,0,0,0,1,0
782,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,3,0.07743820426445755,2.5300258763705514,0.5594378206735179,-1,3,4,1.33883701330668,0.634884600349128,2,0,0,0,1,0,0,0,0
783,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,-0.1756914988840393,21.39757224646217,0.7460246496090681,3,5,35,-3.4182181951704522,2.646212332720483,4,0,0,0,1,0,0,0,1
784,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,2,0.33600340171644105,1.6203817539223397,0.21111109527778424,0,3,11,2.900889809772008,23.28821075120927,4,0,0,0,1,0,0,0,1
785,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,4,0.7522535143068306,-6.066480376410414,0.781938014274352,5,2,4,8.884093790923473,22.53908075535336,3,0,0,0,1,0,0,0,0
786,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,11,2,-2.1376834167221106,12.120721404387957,1.0815520166938535,0,3,14,4.6164696562986975,1.591131743992097,2,0,0,0,0,0,0,0,1
787,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,8,0,-0.750549645166434,30.75167582099308,-0.15460146364956914,4,5,49,8.91309096670632,3.1630967383546422,3,0,0,0,0,0,0,0,2
788,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,-0.5587770477457785,18.064804740497276,0.7329381434995557,4,4,90,3.043741751626995,2.1433863033001774,5,0,0,0,1,0,0,0,2
789,2,0,1,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,8,33.41018807953528,7.981722965146175,0.8112749407324021,2,0,39,1.9641228660193804,9.29289509773584,2,0,0,0,0,0,0,0,1
